,UserName,Handle,Timestamp,Text,Comments,Likes,Retweets,Candidate
895,W Radio Colombia,@WRadioColombia,2021-04-09T08:30:00.000Z,"#Actualidad | Una demora de dos o tres días, mientras llega la segunda dosis, no afecta la vacuna: Duque (
@IvanDuque
) >> http://bit.ly/3fRBQX6",205,23,87,Petro
896,PODEMOS,@PODEMOS,2021-04-09T08:16:55.000Z," @PabloIglesias
: ""La clave es que la gente de Vallecas, de Parla, de Pinto, de Leganés, de Getafe, del Corredor del Henares, de los pueblos de la sierra vaya a votar el 4M para que el Barrio de Salamanca no decida las políticas sanitarias y educativas"". #LaHoraIglesias",47,327,754,Petro
897,OɾιoƖ Sabata,@oriolsabata,2021-04-09T07:29:05.000Z,"Como hoy, el 9 abril de 1948, es asesinado Jorge Eliecer Gaitán, Alcalde de Bogotá y candidato a la Presidencia. Municipalizó servicios públicos, estableció comedores escolares, impulsó una campaña de alfabetización y planteó la reforma agraria. La oligarquía no se lo perdonó.",43,744,1 mil,Petro
898,Colombiano Indignado,@ColombianoInd,2021-04-09T01:53:07.000Z,"Uribe no ha respondido, un mes después, las preguntas de Beto Coral ante justicia de EE.UU.",66,725,"1,5 mil",Petro
899,WILLIAM SANABRIA,@DIDASKALOSW,2021-04-08T14:41:35.000Z,$17 billones giró #Carrasquilla a la banca privada que para ayudar a los colombianos en la pandemia. Y ahora dice que el erario se quedará sin fondos. Ah y Duque dijo que se petaquió $117 billones. Y tomaron prestados USD$11 MIL MILLONES ¿En qué se gastaron la platica?,34,293,813,Petro
900,Urías Velásquez,@Uriasv,2021-04-08T16:14:27.000Z,"—Deuda bruta: 64,8% del PIB
—Déficit Fiscal 2020: 7,8%
—Desempleo nacional 16% y en ciudades 19% (según DANE) dato real arriba del 50%.
—Caja apenas para 7 semanas
—Dólar a 3640.

Gente, estamos al borde del precipicio. El uribismo es pobreza, crimen, desesperanza.

RT, please!",89,"2,7 mil","4,4 mil",Petro
901,EnriClaudia Peñalosa,@KikePrivatiza,2021-04-07T13:07:27.000Z,#GraciasPetro,12,98,388,Petro
902,Cuarto de Hora,@CuartoDeHoraCol,2021-04-05T23:31:07.000Z,"Este lunes ha sido tendencia en Twitter la etiqueta #EstamosContigoGBolívar, con la que varios internautas se han solidarizado con el congresista Gustavo Bolívar, tras las múltiples amenazas de muerte contra su vida y la de su familia.",19,429,675,Petro
903,𝕴𝖛𝖆́𝖓 _𝖙𝖊𝖆𝖈𝖍𝖊𝖗,@Ivanteacher69,2021-04-06T11:12:33.000Z,"Amenazan la vida de 
@GustavoBolivar
 y la de su familia. 
#YoApoyoAGustavoBolivar",182,802,"1,3 mil",Petro
904,Observatorio para contención del COVID19-Colombia,,2021-04-06T13:35:21.000Z,"Avanza una nueva semana de vacunación en Colombia
El proceso tuvo un aceleramiento, que luego se tradujo en una reducción notable por Semana Santa. El promedio móvil (semana) esta por debajo de 100.000 dosis. ¿Cómo se refleja esto a nivel subnacional?

Hilo ",2,9,43,Petro
905,Organización para la Defensa Del Paciente,@odpdh,2021-04-06T19:03:53.000Z,"Señores 
@epssconvida
 @CundinamarcaGob
 paciente con enfermedad crónica, discapacidad en riesgo de quedar sin medicamento VITAL porque la EPS debe 8 meses a proveedor. 
@AdresCol
 @Supersalud
 

¿Lo van a dejar morir? 
@Fruizgomez
 @PGN_COL
 @DefensoriaCol",4,30,34,Petro
906,ર u в é η ᴾᴴ,@RubenPinzonHdez,2021-04-05T21:01:00.000Z,"⠀

⠀⠀⠀         Seré breve:
       #ProgresistaConHonor
    #EstamosContigoGBolívar",49,618,"2,3 mil",Petro
907,PSG-GarantiasDDHH,@GarantiasPSG,2021-04-06T02:15:52.000Z,"Con infinito dolor denunciamos que hace pocos minutos fue asesinado en el parque central de #Anori nuestro compañero y amigo Albeiro Hoyos, conocido cariñosamente como ""Caldillo"". Miembro fundador de #Ascna- de #MarchaPatrioticaAntioquia integrante de 
@GarantiasPSG
 #DefensorDDHH",9,250,144,Petro
908,Kanabico Objetor,@elANTIMILI,2021-04-06T04:49:09.000Z,"Vea, no quiero NADA... me acaban de avisar que en #Anorí me MATARON a un Parcero, un compañero Defensor de #DDHH del 
@GarantiasPSG
, líder campesino con un talante sin igual. Hoy que llore el cielo porque aquí por vos Cadillo, ya lo estamos haciendo. 
@MoVidaCol
 

#NosEstanMatando",12,152,180,Petro
909,Carolina Corcho,@CarolinaCorcho,2021-04-04T15:05:15.000Z,"Apreciada Congresista, si está preocupada por la protección de los niños en la ruralidad, expliquénos ¿Por qué se negó a apoyar el proyecto de ley de renta básica, que beneficia a 7,4 millones de hogares, en su mayoría rurales, y que apoyaron varios parlamentarios de su partido?",73,957,"2,3 mil",Petro
910,claudia vaca,@claudiavaca5,2021-04-04T12:57:28.000Z,"Ya es una ganancia grande poner en la agenda pública el asunto de retomar las capacidades de producción de vacunas y medicamentos. No fue soplar y hacer botellas, del escepticismo y descalificación, se pasó a una mirada seria
@IvanAgudeloZ",4,27,62,Petro
911,Nicolás Amon,@nicolasAmon,2021-04-03T17:43:15.000Z,"El desastre urbano que dejó Peñalosa y Lopez continuó. Dentro de poco la Av.Caracas se verá así. 

Solo imaginen caminar debajo de esto.",85,352,881,Petro
912,Arantxa Tirado,@aran_tirado,2021-04-03T17:35:21.000Z,"El futuro de la humanidad pasa por el socialismo y, si alguien lo duda, puede leer este artículo sobre cómo una pequeña isla del Caribe, bloqueada desde hace décadas, puede ser una potencia biotecnológica regional. ¿La clave? Pensar en colectivo. #Cuba",119,599,1 mil,Petro
913,Petro CH.,@MyPetrooo,2021-04-03T22:02:50.000Z,"Cada día somos más Militares Patriotas que nos unimos con 
@petrogustavo
.

¡Viva el Gran Pacto Histórico!",92,"1,1 mil",4 mil,Petro
914,Pluralidad Z,@PluralidadZ,2021-04-03T17:52:38.000Z,"Petro no es corrupto, Petro no roba. Por eso lo acompaño: Gustavo Bolívar",135,449,"1,6 mil",Petro
915,G. Tobón Fuerza Ciudadana # 1,@tobonsanin,2021-04-02T15:50:47.000Z,"Están alborotadas las bodegas uribistas y fajardistas con mi postulación al Senado. Los expertos en propaganda negra y en dividir les duele la idea de la primera convergencia de Fuerzas alternativas, pues les arrebataría el poder que por décadas han ostentado. Es hora del cambio.",917,"5,4 mil","20,3 mil",Petro
916,Humberto Ortiz,@graffitiborrao,2021-04-02T23:00:29.000Z,Directo a la yugular de los tibios.,33,439,941,Petro
917,ABC,@ABCfilmaciones,2021-04-04T02:02:03.000Z,"AHORA #Egipto 
Desfile Faraónico en El Cairo...
Transportaron 22 momias reales egipcias, a bordo de furgones con control de temperatura y en cápsulas de nitrógeno, al nuevo museo de la ciudad....",15,97,371,Petro
918,Reporte COVID-19,@ReporteCOVID19,2021-04-01T21:56:40.000Z,"Así se reportan hoy los nuevos casos de COVID19 en el país. Barranquilla y Antioquia siguen adelante, liderando.",11,53,114,Petro
919,Forito,@ForosTelecinco,2020-11-28T18:29:46.000Z,"""Debe reducirse el enorme y creciente abismo entre los ultrarricos y todos los demás. Los ricos deben volver a pagar los impuestos que deben pagar"" 
-Carta de Michael Moore a Joe Biden-
https://eldiariolatinoamericano.com/la-carta-de-michael-moore-a-joe-biden-que-esta-estremeciendo-el-mundo/…",4,82,88,Petro
920,elespectador,@elespectador,2021-04-01T20:45:03.000Z,"La lideresa Wayuu Aura Esther García fue asesinada en Uribia (La Guajira)
http://ow.ly/BNZq50EeOy8",71,1 mil,1 mil,Petro
921,Irene Montero,@IreneMontero,2021-04-02T09:28:23.000Z,"La extrema derecha ataca con material explosivo la sede de Podemos en Cartagena. Es incomprensible como se les sigue blanqueando como “manifestantes” mientras aumenta su ataque a la democracia.

Seguiremos trabajando por un país más feminista y con justicia social ",911,"1,2 mil","3,6 mil",Petro
922,Democracy Now! en español,@DemocracyNowEs,2021-04-02T10:30:06.000Z,La doctrina del shock de los combustibles fósiles: Naomi Klein habla de la trágica desregulación y por qué Texas necesita el New Deal ecológico,,11,28,Petro
923,ISABELCRISTINAZULETA,@ISAZULETA,2021-04-01T19:04:36.000Z,"A esta hora enfrentamientos en #Tarazá al parecer entre Caparrapos y Autodefensas Gaitanistas. Los disparos se escuchan desde el pueblo
Hasta cuándo las comunidades tendrán que soportar esto? No pedimos mucho sólo seguridad y tranquilidad, que no nos sigan matando
@ONUHumanRights",26,605,598,Petro
924,Clara López Obregón,@ClaraLopezObre,2021-04-01T17:47:13.000Z,"Con robusta inversión social 
@petrogustavo
 redujo pobreza en #Bogota a menos del 5%. Entregó finanzas distritales con calificación triple AAA, reducción de la deuda y cupo de enduedamiento para el Metro. Demostración de responsabilidad humana y financiera #PactoHistorico Compare:",130,"1,7 mil","4,5 mil",Petro
925,Arantxa Tirado,@aran_tirado,2021-04-02T09:15:47.000Z,"Si Jesucristo hubiera nacido en el siglo XXI, recibiría estos comentarios por parte de muchos que dicen seguir su doctrina. Curioso ¿no?",113,760,"1,2 mil",Petro
926,FERNANDO ORJUELA GALEANO,@FdoOrjuela,2021-03-29T20:13:53.000Z,"Mi renuncia al partido 
@CeDemocratico
 por el grave daño que le están haciendo a Colombia y a los Colombianos junto con el presidente 
@IvanDuque",1 mil,"2,1 mil","8,5 mil",Petro
927,Ana Teresa Bernal,@anateresabernal,2021-04-01T17:00:49.000Z,"Nuestros cálculos iniciales revelaban la crisis que vivimos hoy. Un promedio de 15 mil vacunados/día y un record de 28.000/día no son cifras de celebrar. El plan de vacunación en Btá no es eficiente 
@ClaudiaLopez
 ¿Qué ha pasado con la compra de vacunas? https://lasillavacia.com/silla-llena/red-de-la-innovacion/cronica-de-vacunacion-ineficiente-77864…",45,101,212,Petro
928,Medicritica,@medicritica,2021-03-31T20:03:51.000Z,"Diferencias desde nuestra óptica (UCI) en esta  Ola #COVID19 del 2021: 

* Las CAMAS que hay son las que son  Abrir más camas de UCI (# Representativo) es un IMPOSIBLE a esta altura 

Básicamente por insuficiencia  de personal, dispositivos y medicamentos 

Sigue hilo ",6,111,148,Petro
929,Progressive International,@ProgIntl,2021-04-01T13:26:16.000Z,"Global vaccine distribution:

Rich countries: 86%
Poor counties: 0.1%",50,"1,8 mil","6,2 mil",Petro
930,Camilo,@EngKronos11,2020-09-20T23:32:46.000Z,"Acabo de leer un paper sobre economía sostenible, y todo lo que ha dicho 
@petrogustavo
 sobre cómo implementar un modelo para que haya un desarrollo que beneficie la sociedad salió en el artículo. 

Admiración a una de las mentes más brillantes de ",138,"1,2 mil","4,5 mil",Petro
931,Colombia Humana,@ColombiaHumana_,2021-04-01T00:04:42.000Z,"Desde la Colombia Humana pedimos garantías y respeto para nuestra bancada en el concejo de Bogotá (
@anateresabernal
, 
@susanamuhamad
 y 
@heidy_up
) luego de las declaraciones irrespetuosas y machistas por parte del concejal 
@ElJuliSastoque
 de 
@PartidoVerdeCoL
.",65,691,"1,4 mil",Petro
932,Jorge Aguilera Ph.D,@_JorgeAguilera,2021-03-31T16:07:50.000Z,La campaña de guerra sucia montada en Ecuador que se comparte en COLOMBIA fue pagada:,12,29,86,Petro
933,Santiago de Lucía.,@sroserov,2021-04-01T03:05:37.000Z,(...) y los movimientos sociales como vagones de una locomotora que arrastra a la clase trabajadora y los sectores populares hacia sus intereses electorales.,4,3,8,Petro
934,Santiago de Lucía.,@sroserov,2021-04-01T03:05:37.000Z,"Pero la realidad no es que el MOIR quiera estar en su estaca, sino que quiere estar en la estaca de los empresarios y los terratenientes, del grupo maoísta de los años 70 solo le queda su talante estalinista, el culto a la personalidad y la utilización de las centrales (...)",9,11,39,Petro
935,Enrique Santiago,@EnriqueSantiago,2021-03-31T08:39:32.000Z,"Comparto este merecido homenaje a 
@IvanCepedaCast
, valiente patriota colombiano que carga sobre sus espaldas el honroso peso de acabar con la impunidad del innombrable. Iván es Vida. Mis respetos.",194,"1,9 mil","4,7 mil",Petro
936,Iván Cepeda Castro,@IvanCepedaCast,2021-04-01T02:13:42.000Z,"Saludo el ingreso de 
@usofrenteobrero
 al #PactoHistórico. Para la transformación socioeconómica y política que requiere nuestra sociedad es imprescindible la participación de las organizaciones y los movimientos sindicales.",34,481,"1,5 mil",Petro
937,Jairo Eduardo Ulloa cadena,@jairoulloacade,2021-03-31T17:25:55.000Z,La Colombia profunda cansada de los gobiernos fascistas de oligarcas liberales y conservadores sueña con el gobierno progresista de Gustavo Petro,44,261,529,Petro
938,Margarita Rosa,@Margaritarosadf,2021-03-30T16:26:51.000Z,"Esto es feminismo, señores: DERECHOS HUMANOS. No le busquen más. Enorme, 
@ISAZULETA
 .",78,"1,2 mil","3,1 mil",Petro
939,Al Poniente,@AlPoniente,2018-05-08T17:05:08.000Z,"10 razones para votar por Petro
Por: 
@SaraTufanoZ",1,4,10,Petro
940,Rubén D. Zúñiga,@Ruben723,2021-03-30T20:55:40.000Z,Es la imagen que deja el conflicto en el #Cauca. Esa guerra que desarraiga a la gente de sus hogares.,31,254,349,Petro
941,Cuarto de Hora,@CuartoDeHoraCol,2021-03-31T02:29:07.000Z,La Corte Suprema de Justicia falla a favor de Gustavo Petro en el caso en donde fue demandado por el expresidente Álvaro Uribe Vélez ya que el líder de la Colombia Humana dijo en una entrevista que Uribe Velez tenía nexos con los paramilitares en Antioquia,149,"1,8 mil","4,6 mil",Petro
942,Público,@publico_es,2021-03-31T08:26:00.000Z,".
@PabloIglesias
, sobre su reacción ante los ultraderechistas de su primer acto de campaña: ""Hice lo que cualquier político demócrata debería hacer si aparecen nazis. El mérito es que a los vecinos los echarande allí y les plantaran cara"" https://publico.es/politica/pablo-iglesias-iglesias-yolanda-ione-e-irene-formas-amables-igual-me-echa-negociaciones.html?utm_source=twitter&utm_medium=social&utm_campaign=publico…",36,199,572,Petro
943,𝗦𝗘𝗖𝗥𝗘𝗧𝗢 𝗔 🆅🅲🅴🆂,@ruidiaz_ddhh,2021-03-31T08:20:23.000Z,"Quiénes son los “influencers económicos” del ranking global según una prestigiosa  Universidad como la Johns Hopkins quien estudió cuáles son los economistas y comentaristas económicos con ideas de mayor impacto...PUES 
@petrogustavo
 por sus propuestas.",15,39,103,Petro
944,Antonio Morales Rive,@amoralesan,2021-03-30T18:49:56.000Z,"Mancuso confesó que un general y un coronel ayudaron a fundar las AUC https://rcnradio.com/judicial/mancuso-confeso-que-un-general-y-un-coronel-ayudaron-fundar-las-auc… a través de 
@rcnradio",31,342,552,Petro
945,Gustavo Bolívar,@GustavoBolivar,2021-03-30T00:43:18.000Z,"El miedo a Petro no es su origen. Hace 31 años pactó la paz y le ha cumplido a Col. Ni sus tesis económicas q están a tono con las de Piketty y Stiglitz.

El miedo a Petro es a q se les acabe la impunidad, los contratos amañados y los privilegios corruptos q tienen hace 2 siglos.","1,2 mil","4,2 mil","12,4 mil",Petro
946,DavidRacero PactoHistórico,@DavidRacero,2021-03-30T17:53:23.000Z,"En toda Colombia nos hemos encontrado personas como Antonio que nos dijo en Neiva: ""yo era uribista pero ahora voy a votar por Petro"".

Antonio la tiene clara. Invito a escucharlo y replicar este video.

El cambio está ocurriendo. Y lo haremos juntos! 
@petrogustavo",292,"1,3 mil","2,9 mil",Petro
947,Joker,@Jokeraton,2021-03-29T22:43:46.000Z,Tomense 1 mto para ver este revelador video...  ¡Compartir masivamente!.. #PetroPresidente,126,"1,3 mil","2,3 mil",Petro
948,ISABELCRISTINAZULETA,@ISAZULETA,2021-03-30T06:09:56.000Z,"Siempre supimos quién le dió ""consejos"" sobre como tratar a las comunidades afectadas por #Hidroituango que nos atrevieramos a oponernos al desastre socio-ambiental que siempre ha sido y será este megaproyecto",25,575,1 mil,Petro
949,elespectador,@elespectador,2021-03-30T06:05:03.000Z,Familias colombianas denuncian estafa de la escuela de fútbol del Barcelona. http://ow.ly/tIju50EbSm2,10,54,227,Petro
950,RCN Radio,@rcnradio,2021-03-29T19:31:23.000Z,[Video] Niños buscan comida en la basura en el municipio Puerto Gaitán (Meta),121,91,151,Petro
951,Daniel Mendoza Leal - Delator,@ElQueLosDELATA,2021-03-29T11:32:33.000Z,"Estas elecciones votar por 
@petrogustavo
 es cuestión de vida o muerte. La perpetuación del genocidio uribista es lo que se va a decidir en las urnas.",332,"2,7 mil","9,6 mil",Petro
952,Juan Carlos Flórez,@Juan_Florez,2021-03-29T14:30:55.000Z,El 1% de los más ricos paga menos impuesto de renta que 1/5 parte de contribuyentes. Lo hacen con gabelas y abusos al sistema. Sarmiento Angulo paga menos renta que un contribuyente con ingresos en el rango medio alto. He ahí la causa de la desigualdad.,38,421,622,Petro
953,editorey,@editorey,2021-03-29T12:12:25.000Z,"Comparto contigo algunas de las reflexiones que venimos construyendo y a la que podrias aportarle para visibilizarla y reconocerla.

#Opinion | Columna del día
Diáspora y “Pacto Histórico” en Colombia.
Por José Ramírez Vélez
@Rukanata",,5,4,Petro
954,Hypatia Hurtado,@HypatiaHurtado,2021-03-29T16:16:33.000Z,"Nodo de la Mujer Negra nos envía un mensaje para la promoción del. #PactoHistórico es el #Chocó 
@carolinaguerram
 @GOYOCQT
 @JulianRoman",3,48,99,Petro
955,Pierre Alee,@pierrealee,2021-03-28T13:13:15.000Z,"El economista 
@petrogustavo
 es el número uno a nivel mundial como “influencers económico”.
Medición y estudio que realizó la Universidad 
@JohnsHopkins
.
https://infobae.com/economia/2021/03/27/estrellas-en-twitter-quienes-son-los-influencers-economicos-argentinos-del-ranking-global-de-una-prestigiosa-universidad-de-eeuu/… #PactoHistorico",35,329,720,Petro
956,Armando Benedetti,@AABenedetti,2021-03-27T23:48:26.000Z,"Cualquiera sabe que Fajardo no tiene cómo ganarle a Petro o a Uribe. 
@ClaudiaLopez
, que es la que manda en los verdes, quiere debilitar a Petro para que gane el uribismo y asegurar su candidatura a la presidencia en 2026. El vice sería Galán para dañar la alcaldía del otro Galán.",484,"1,4 mil","5,1 mil",Petro
957,China Xinhua Español,@XHespanol,2021-03-28T10:15:14.000Z,"Casos de #COVID19 en AL y el Caribe a las 07:00 GMT del 28 de marzo: JHU
Región: 24.384.931
Brasil: 12.490.362
Colombia: 2.375.591
Argentina: 2.301.389
México: 2.224.904
Perú: 1.520.973
Chile: 969.913
Panamá: 353.497
Ecuador: 322.699
Bolivia: 269.302
Rep. Dominicana: 251.582",,9,11,Petro
958,alexander moreau,@moreauax,2021-03-27T19:47:16.000Z,"lo que más lamento de la campaña del partido verde es que hayan decidido unánimemente acabar con el poco significado que tenía la palabra 'esperanza' en el muy maltratado léxico colombiano,  por lo demás, que muchos saludos les mandan los gerentes de Hidroituango",24,366,"1,3 mil",Petro
959,AlCarajo.org,@AlCarajoOrg,2021-03-27T22:54:05.000Z,"#Colombia | #Vídeo registra la guerra que sufre habitantes de #Argelia #Cauca

Dos hombres uniformados sin identificar de que grupo armado son, arrastran un cuerpo de una persona al parecer sin vida. 

informa 
@William_Garra",8,163,124,Petro
960,Kaosenlared_net,@kaosenlarednet,2021-03-28T07:48:42.000Z,90 civiles asesinados este sábado por la represión militar en Myanmar https://bit.ly/31nsSZa,,2,4,Petro
961,Francisco Castañeda,@FranciscoporBta,2021-03-27T20:24:23.000Z,"Invito a la militancia de la Alianza verde a seguir en la ruta de la unidad sin vetos, es ahora o la resignación a favor de la ultraderecha.",10,53,229,Petro
962,Antonio Morales Rive,@amoralesan,2021-03-27T17:53:25.000Z,"5- La propuesta de Petro no anti democrática. Es un modelo reformista menos neo liberal, más justo, más social, más democrático. Reforma social dentro del modelo de libre mercado. Acusar de comunista a la pretensión de democracia y justicia, es un acto de macartismo perverso.",16,196,447,Petro
963,Guillermo Jaramillo,@GA_Jaramillo,2021-03-26T23:10:18.000Z,"Trabajamos por la construcción del #PactoHistorico, estamos dialogando con amigos y amigas de distintas localidades de la ciudad de Bogotá para iniciar los trabajos territoriales que nos ayudarán a construir un país en paz y con justicia social.",18,112,375,Petro
964,Maria E Martinez D.,@ma_eugeniam,2021-03-27T13:38:22.000Z,"Del San Juan de Dios, digo que desde el dcto 763-2009, por lo menos, 
@mincultura
 permite la demolición total en la Conservación Contextual. El avance más significativo en el patrimonio urbano, del dcto. 2358-2019, lo constituye de lejos la corrección de este error histórico 1/6",1,10,14,Petro
965,Gustavo Bolívar,@GustavoBolivar,2021-03-27T04:31:43.000Z,"Una verdadera lástima que el Partido Verde no sepa leer el momento histórico que vive Colombia: 

“Por 35 votos a 4, Partido Verde cerró posibilidad de unión sin vetos en primera vuelta”",659,498,"1,4 mil",Petro
966,JULIAN DE ZUBIRIA,@juliandezubiria,2021-03-26T03:50:21.000Z,"A pesar del éxito de la vacunación en Chile, hoy Santiago está confinado, ¿por qué?
1. Se confiaron (Llevan con primera dosis: 47%).
2. La vacuna no basta y sus efectos son más lentos.
3. Llegaron variantes más contagiosas.
Necesitaremos seguir cuidándonos",11,69,164,Petro
967,Carolina Corcho,@CarolinaCorcho,2021-03-25T16:36:43.000Z,"Chile, con menos de la mitad de la población colombiana ha aplicado más de 5 mill de dosis, y tienen varias regiones cerradas por el pico. Colombia no supera el millón quinientos mil dosis. El problema de vacunación no lo vamos a resolver con optimismo y propaganda, es  vacunando",53,428,1 mil,Petro
968,Gustavo Bolívar,@GustavoBolivar,2021-03-25T14:44:54.000Z,"#Microcuento chino:
El equipo A lidera con 23 puntos

El equipo B tiene 12

El equipo C tiene 9

Pero el líder no puede ir la final porq el único q puede ganarle al C es el equipo B.
Entonces caballerosamente el A, se retira, para que el B defina el título con el C.

Qué cuentazo",153,369,"1,1 mil",Petro
969,#LaGenteDePetro,@LaGenteDePetro,2021-03-25T02:16:09.000Z,"Denle RT y ayuden a difundir esta encuesta @Petro_2022  
@petrogustavo",346,"1,6 mil","2,8 mil",Petro
970,Alexander López Maya,@AlexLopezMaya,2021-03-25T03:14:36.000Z,"la 
@CConstitucional
 hace pocos minutos reconoció que nuestros derechos, los de la oposición fueron vulnerados con la jugadita de Pulgar de terminar el debate de Odebrecht en noviembre de 2018.  Vamos a continuar el debate, porque tenemos nuevas pruebas de corrupción",21,535,988,Petro
971,Ariel Ávila,@ArielAnaliza,2021-03-24T17:44:08.000Z,"Aquí, informe que tiene bravos a un montón de corruptos que ahora quieren censurarme

Contratos de la UNGRD para atender la pandemia terminaron en manos de personas que serían cercanas a Enrique Peñalosa y Miguel Uribe - Infobae",220,"3,1 mil","4,9 mil",Petro
972,Yobany montilla,@yobanymontilla2,2021-03-23T14:34:20.000Z,"@petrogustavo
 Mi saludo solidario, deseándole pronta recuperación junto a Verónica y Antonella, hoy más que nunca lo necesitamos con más fuerza, para Cambiar a Colombia. Un abrazo del alma!",21,16,142,Petro
973,Internacional Progresista,@ProgIntl_ES,2021-03-22T23:10:39.000Z,"Toda nuestra solidaridad con el querido compañero 
@petrogustavo
, que junto a su familia están dando una dura pelea contra el Covid-19. 

Con nuestros mejores deseos para una pronta recuperación, te hacemos llegar un fuerte abrazo. #FuerzaPetro",7,130,483,Petro
974,John Edisson Ramírez Giraldo,@JohnEdissonRG,2021-03-23T14:06:17.000Z,"Los cambios profundos en la sociedad vienen desde las bases unidas y reconciliadas. Súmate al #PactoHistórico y seamos el despertar a una nueva realidad.

¡Vamos juntando corazones!

#OrienteSúmateAlPacto
#SúmateAlPacto
#OrienteAntioqueño",4,70,197,Petro
975,Jorge Bula,@jbula,2021-03-13T17:01:38.000Z,"Los invito a conocer mi propuesta para la rectoría de la Universidad Nacional de Colombia en http://jorgeivanbula.com 

#Somosporquepertenecemos  
@UNALOficial",4,13,36,Petro
976,RT en Español,@ActualidadRT,2021-03-13T06:54:15.000Z,"""Ni perdón, ni olvido. Atentar contra la democracia requiere las respuestas más fuertes y contundentes por parte del Sistema de Justicia como efectiva garantía para la no repetición"", tuiteó Abrão

SEPA MÁS ",6,84,178,Petro
977,VETERANOS POR COLOMBIA,@PorVeteranos,2021-03-03T14:49:25.000Z,"Todos invitados al conversatorio, un Veterano por Colombia Coronel Omar Eduardo Rojas Bolaños, habla con argumentos y autoridad de Ejecuciones extrajudiciales 

La verdad es la ruta con destino a la Reconciliación.",3,22,31,Petro
978,Periódico desdeabajo,@desdeabajo_info,2021-03-12T17:15:00.000Z,"Concentración del ahorro financiero: 8.500 propietarios son dueños del 77% de CDTs, y 9.200 son dueños del 65% de depósitos de ahorro. El Gini de la distribución de los depósitos financieros es un asombroso 0.92 para CDTs, 0.94 para depósitos de ahorro y 0.97 para ctas corrientes",1,7,22,Petro
979,Memìn,@SenorCaicedo,2021-03-12T15:01:01.000Z,#Atención El 60 % de niños entre 6 y 11 meses presenta desnutrición en Colombia. #MaquinasdeGuerra,16,55,64,Petro
980,redfish,@redfishstream,2021-03-12T12:15:10.000Z,"Meet the Night Witches, the communist female fighter pilots who bombed Nazis at night.⁠",13,476,"1,8 mil",Petro
981,Guillaume Long,@GuillaumeLong,2021-03-12T07:32:20.000Z,"Figures from Colombia’s far-right ruling party openly campaigned for Trump in 2020. 
@ceprdc
 

“...we have a very clear message for our Colombian counterparts: Show us the respect of staying out of our elections.” 
@RepGregoryMeeks
 @RepRubenGallego",3,48,84,Petro
982,Margarita Rosa,@Margaritarosadf,2021-03-11T10:46:47.000Z,"Les cuento que los tres videos sobre la situación técnica de Hidroituango me los suministró la misma 
@ISAZULETA
 y están avalados por el cuerpo de profesores que viene apoyando a @
@RiosVivosColom
 sin ningún costo.",52,1 mil,"2,1 mil",Petro
983,Juan #SOSColombiaDDHH,@JUANCAELBROKY,2021-03-09T02:46:14.000Z,"En foto de la izquierda estaría Alejandro Posada líder revocatoria al Alcalde de Medellín, Posada sería seguidor del Partido Verde, sale con Anibal Gaviria en la foto. Habría sido coordinador de campaña de Fajardo presidente en Comuna12, Medellín. ¿Ahora es Uribista y de Paolos?",16,154,215,Petro
984,Memín,@SenorCaicedo_,2021-03-08T21:30:12.000Z,"Todo empezó con la clasificación por parte del gobierno de 
@IvanDuque
 como ""negativo"", luego hackearon mi cuenta para después desaparecerla. Me imagino que no les gustaba lo que yo escribía y 
@TwitterLatAm
 no pudo hacer nada.",33,136,196,Petro
985,El HuffPost,@ElHuffPost,2021-03-09T07:53:19.000Z,"La Comisión Europea amenaza a AstraZeneca: ""Si no cumple, no permitiremos más exportaciones""",1,20,57,Petro
986,Nacho Lemus,@LemusteleSUR,2021-03-08T20:16:31.000Z,"Lula es el único que podría vencer a Bolsonaro.

El expdte. tiene el 50% de los votos potenciales. Es decir, 50% del electorado lo votaría sin duda o podría votarlo. Bolsonaro es el que lo sigue más de cerca con 38%.

*Encuesta de Ipec, publicada el domingo por el diario Estadão.",6,63,109,Petro
987,Noticias Caracol,@NoticiasCaracol,2021-03-08T19:40:26.000Z,"#Ampliación | Juez de la Corte Suprema de Brasil anula todas las sentencias contra Lula da Silva

Se apoya en lo que califica como ""error procesal"" por ""falta de competencia""",28,123,440,Petro
988,Marc Hofstetter,@mahofste,2021-03-08T17:15:02.000Z,"Colombia empezó a vacunar tarde, el 17 de febrero. Desde esa fecha hay 11 países del continente que han vacunado más que Colombia. 
Empezamos tarde y vamos lento:",17,103,290,Petro
989,Cielo Rusinque Urrego,@cielo_rusinque,2021-03-08T12:18:45.000Z,"Para conmemorar este #8M los y las invitamos a acompañarnos hoy a las 7 p.m. a este panel inaugural de nuestro programa de opinión #AquíEntreNosotras preparado con gran amor para uds, gracias por seguirnos aquí:  https://youtube.com/channel/UCgSq1GGNshDWFVohyJDzL_w… ¡Feliz día mujeres! Favor RT",22,256,526,Petro
990,Pablo Correa,@pcorrea78,2021-03-08T12:39:30.000Z,"1. Ayer llegaron al país otras 547.880 dosis de la vacuna de Sinovac. ¿Quiénes están siendo más eficientes en la aplicación? Este gráfico de 
@solsilvanazb
 lo dice todo.",26,87,270,Petro
